id;Esboço ou foto;Proveniência;Nome geográfico|taxonomy|multiple|status_public;Stam;Descrição;Denominação;Número de inventário;Grupo étnico;Usado;Local|taxonomy|multiple|status_public;Fotógrafo|taxonomy|multiple|status_public;Coletado;País|taxonomy|multiple|status_public;Origem|taxonomy|multiple|status_public;Coletado por;Comprimento;Resumo;Palavras-chave|taxonomy|multiple|status_public;URL;Palavras-chave;documentação de imagem;foto digital não;Largura;Categoria de material|taxonomy|multiple|status_public;Categoria de material2|taxonomy|multiple|status_public;papel;Ação de conservação;Mudar para;requisitos de montagem;Texto da exposição;Exposição, parte de / incluída em;Exposição, parte do estande / incluída;Juntos, materiais;Texto publicado;Juntos, texto da exposição, inglês;Exposição / incluído em;Palavras-chave, espanhol;Área de uso;Nota: Descrição;Avaliação da condição;Observação;Exposição / anterior;Original: publ;Original: negativo não;Original: desenho não;Materiais / fabricação;Texto da exposição, Encruzilhada;Texto da exposição, Crossroads, eng;special_document;special_attachments
185;retrato falado;;Guiana Britânica;Wai-wai;Produto semi-acabado de cesta de vime.;Produtos semi-acabados.;1927.07.0102;Wai-wai, Mawayana, Uaiuais, Karapayana, Wai-Wai, Wai wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0102, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37648;cesta;;;;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:185-2030923.png;185-2030918.png
186;retrato falado;;Guiana Britânica;Wai-wai;Cesto em que se transporta a pimenta.;cesta;1927.07.0035;Hixkaryana, Karapayana, Wai-wai, Wai wai, Mawayana, Uaiuais, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0035, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37403;cesta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:186-15374575.png;186-15374565.png||186-15374570.png||186-15374595.png||186-15374580.png||186-15374590.png||186-15374585.png
187;retrato falado;;Guiana Britânica;Taruma;Figura animal esculpida.;Pequena figura de madeira esculpida.;1927.07.0234;; Taruma -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0234, Walter Roth, Br.Guiana, esboço, Taruma, Guiana Britânica, Guiana Britânica, América, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/34138;estatueta;;;3,3 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:187-1988156.png;
188;retrato falado;;Guiana Britânica;Wai-wai;Produto semi-acabado de cesta de vime.;Produtos semi-acabados.;1927.07.0101;Mawayana, Hixkaryana, Wai-Wai, Karapayana, Wai wai, Wai-wai, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0101, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37645;cesta;;;;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:188-2030908.png;188-2030913.png
189;retrato falado;;América;Waiwai;Ornamento para prender na roupa lombar masculina.;deck;1927.07.0242;Wai-Wai, Wai-wai, Mawayana, Wai wai, Karapayana, Hixkaryana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;50 cm;1927.07.0242, foto digital, V: 1927-07-0242, Walter Roth, Br.Guiana, esboço, Waiwai, K 80: 146, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;cascas de sementes||Etnografia||fio de fibra vegetal||Ramphastidae: Ramphastos tucanus / vitellinus||pena do corpo||contas de vidro;https://collections.smvk.se/carlotta-vkm/web/object/37887;;foto digital;V: 1927-07-0242;;;composto;;K 80: 146;;;;;;;;;;;;;;;;;;;;;;file:189-1209989.png;189-604757.png
190;retrato falado;;Guiana Britânica;Wai-wai;Pulseira para homem. Com enfeites de penas.;pulseira;1927.07.0036;Wai wai, Karapayana, Wai-Wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0036, foto digital, 1927-07-0036, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;corda de algodão||jóias||Etnografia||Psittacidae: Ara ararauna||Psittacidae: Ara macao||coberturas das asas inferiores||asas inferiores./penas do corpo||tiras de encanamento||miçangas (pernas?);https://collections.smvk.se/carlotta-vkm/web/object/37404;pulseira;foto digital;1927-07-0036;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:190-604617.png;190-1209806.png
191;retrato falado;;América;Wai-wai;Cesto em que se transporta a pimenta.;cesta;1927.07.0033;Wai-Wai, Karapayana, Uaiuais, Wai wai, Wai-wai, Hixkaryana, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0033, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37401;cesta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:191-15374525.png;191-15374530.png||191-15374520.png||191-15374510.png||191-15374505.png||191-15374515.png||191-15374500.png
192;retrato falado;;América;Waiwai;Pilha de cascas de frutas e pérolas com penas presas nas pontas. Anexado aos aventais das mulheres para dar um som extra à dança.;deck;1927.07.0239;Wai-Wai, Wai-wai, Hixkaryana, Uaiuais, Mawayana, Karapayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0239, foto digital, 1927-07-0239, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;contas de vidro||pena do corpo||casca de semente||Ramphastidae: Ramphastos tucanus / R. vitellinus||Etnografia||Psittacidae: Ara macao||fio de fibra vegetal;https://collections.smvk.se/carlotta-vkm/web/object/37885;;foto digital;1927-07-0239;;;;;;;;;;;;;;;;;;;;;;;;;;;file:192-402386.png;192-1155501.png
193;retrato falado;;América;Wai-wai;Produto semi-acabado para cesto (porta-pote de pimenta).;cesta;1927.07.0100b;Wai-wai, Wai-Wai, Mawayana, Wai wai, Uaiuais, Hixkaryana, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0100b, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37643;cesta;;;;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:193-15374850.png;193-15374845.png||193-15374855.png||193-15374840.png||193-15374830.png||193-15374825.png||193-15374835.png||193-15374820.png||193-15374810.png||193-15374815.png||193-15374865.png||193-15374870.png||193-15374860.png||193-15374875.png
194;retrato falado;;América;Wai-wai;Cesto em que se transporta a pimenta.;cesta;1927.07.0034;Mawayana, Wai wai, Wai-wai, Uaiuais, Hixkaryana, Karapayana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0034, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37402;cesta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:194-15374560.png;194-15374540.png||194-15374555.png||194-15374545.png||194-15374550.png||194-15374535.png
195;retrato falado;;América;Waiwai;Pilha de cascas de frutas e pérolas com penas presas nas pontas. Anexado aos aventais das mulheres para dar um som extra à dança.;deck;1927.07.0240;Wai wai, Hixkaryana, Karapayana, Uaiuais, Mawayana, Wai-wai, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0240, foto digital, 1927-07-0240, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;pena do corpo||contas de vidro||cascas de sementes||Etnografia||fio de fibra vegetal||Psittacidae: Ara macao;https://collections.smvk.se/carlotta-vkm/web/object/37886;;foto digital;1927-07-0240;;;;;;;;;;;;;;;;;;;;;;;;;;;file:195-1209986.png;195-604753.png
196;retrato falado;;Guiana Britânica;Taruma;Figura animal esculpida.;Pequena figura de madeira esculpida.;1927.07.0230;; Taruma -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0230, Walter Roth, Br.Guiana, esboço, Taruma, Guiana Britânica, América, Guiana Britânica, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/34134;escultura;;;3,3 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:196-1988140.png;
197;retrato falado;;Guiana Britânica;Wai-wai;Produto semi-acabado para cesto (porta-pote de pimenta).;cesta;1927.07.0100a;Hixkaryana, Karapayana, Uaiuais, Wai-wai, Wai-Wai, Mawayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0100a, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37641;cesta;;;;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:197-1049185.png;
198;retrato falado;;Guiana Britânica;Taruma;Figura animal esculpida, encontrada em um acampamento de taruma.;figura;1927.07.0231;; Taruma -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0231, Walter Roth, Br.Guiana, esboço, Taruma, Guiana Britânica, América, Guiana Britânica, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/34135;estatueta;;;2,5 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:198-1988144.png;
199;retrato falado;;Guiana Britânica;Wai-wai;Apito feito de madeira.;assobiar;1927.07.0032;Mawayana, Wai-Wai, Karapayana, Hixkaryana, Wai-wai, Uaiuais, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;10,5 cm;1927.07.0032, Walter Roth, Br.Guiana, sketch, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37400;assobiar;;;;madeira;madeira;;;;;;;;;;;;;;;;;;;;;;;;file:199-1957752.png;199-1957768.png||199-1957756.png||199-1957764.png||199-1957760.png
200;;;Guiana Britânica;Waiwai;Flecha com ponta dentada.;Seta.;1927.07.0306;Uaiuais, Hixkaryana, Wai wai, Karapayana, Wai-Wai, Wai-wai, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;207,5 centímetros;1927.07.0306, foto digital, V: 1927-077-0306, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana , Uaiuais;fio de fibra vegetal||Ramphastidae: Ramphastos / Pteroglossus sp.||braços||pena do corpo||Etnografia||cracidae?||bastão de madeira||tubo de ginério||caneta de cauda;https://collections.smvk.se/carlotta-vkm/web/object/38179;;foto digital;V: 1927-077-0306;;;;;;;;;;;;;;;;;;;;;;;;;;;file:200-604805.png;200-1155633.png||200-1210050.png||200-1155629.png
201;retrato falado;;Guiana Britânica;Wai-wai;Cesta.;cesta;1927.07.0099;Uaiuais, Karapayana, Wai-Wai, Wai-wai, Mawayana, Hixkaryana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0099, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37640;cesta;;;41 centímetros;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:201-15374800.png;201-15374790.png||201-15374785.png||201-15374805.png||201-15374795.png||201-15374780.png||201-15374765.png||201-15374770.png||201-15374760.png||201-15374775.png
202;;;Guiana Britânica;Waiwai;Arco, sem corda;arco;1927.07.0304;Mawayana, Wai-wai, Wai-Wai, Hixkaryana, Uaiuais, Wai wai, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;180 centímetros;1927.07.0304, Walter Roth, Br.Guiana, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;armas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38176;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:202-15367753.png;202-15367778.png||202-15367783.png||202-15367768.png||202-15367773.png||202-15367758.png||202-15367748.png||202-15367763.png
203;retrato falado;;América;Taruma;Figura animal esculpida, encontrada em um acampamento de taruma.;figura;1927.07.0229;; Taruma -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0229, Walter Roth, Br.Guiana, esboço, Taruma, Guiana Britânica, Guiana Britânica, América, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/34131;escultura;;;2,5 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:203-1988136.png;203-1988132.png
204;;;América;Waiwai;Flecha de arpão, para caçar javalis etc.;Harpunpil.;1927.07.0305;Mawayana, Uaiuais, Wai-Wai, Wai-wai, Hixkaryana, Karapayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;180 centímetros;1927.07.0305, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;armas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;;;Guiana Britânica;Waiwai;Arco, sem corda;arco;1927.07.0302;Uaiuais, Wai-wai, Wai-Wai, Wai wai, Karapayana, Hixkaryana, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;222 centímetros;1927.07.0302, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;armas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38174;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:205-15367678.png;205-15367693.png||205-15367708.png||205-15367683.png||205-15367668.png||205-15367698.png||205-15367673.png||205-15367688.png||205-15367703.png
206;;;América;Waiwai;Arco, sem corda;arco;1927.07.0303;Mawayana, Wai-wai, Hixkaryana, Wai wai, Uaiuais, Wai-Wai, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;161 centímetros;1927.07.0303, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;Etnografia||armas;https://collections.smvk.se/carlotta-vkm/web/object/38175;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:206-15367738.png;206-15367713.png||206-15367728.png||206-15367718.png||206-15367733.png||206-15367723.png||206-15367743.png
207;;;Guiana Britânica;Waiwai;Arco;arco;1927.07.0300;Wai-Wai, Uaiuais, Karapayana, Wai wai, Wai-wai, Hixkaryana, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;138 centímetros;1927.07.0300, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;Etnografia||armas;https://collections.smvk.se/carlotta-vkm/web/object/38172;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:207-15367588.png;207-15367603.png||207-15367613.png||207-15367598.png||207-15367608.png||207-15367623.png||207-15367593.png||207-15367618.png
208;;;Guiana Britânica;Waiwai;Arco;arco;1927.07.0301;Wai-wai, Wai-Wai, Mawayana, Karapayana, Uaiuais, Wai wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;174 centímetros;1927.07.0301, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;armas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38173;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:208-15367643.png;208-15367653.png||208-15367633.png||208-15367628.png||208-15367638.png||208-15367648.png||208-15367663.png||208-15367658.png
209;;;Guiana Britânica;Waiwai;Arco;arco;1927.07.0299;Karapayana, Uaiuais, Mawayana, Wai-Wai, Wai-wai, Wai wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;237 centímetros;1927.07.0299, Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Wai-wai, Karapayana, Hixkaryana, Mawayana, Uaiuais;Etnografia||armas;https://collections.smvk.se/carlotta-vkm/web/object/38170;arco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:209-15368661.png;209-15368676.png||209-15367578.png||209-15367583.png||209-15368666.png||209-15368671.png||209-15368696.png||209-15368681.png||209-15368691.png||209-15368686.png
210;retrato falado;;Guiana Britânica;Wai-wai;Produto semi-acabado para suporte de cesto de folhas de chá.;cesta de volta;1927.07.0098;Hixkaryana, Mawayana, Wai-wai, Karapayana, Wai-Wai, Uaiuais, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0098, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37638;;;;;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:210-1222476.png;
211;retrato falado;;Guiana Britânica;Wapixana;Trança de cesta, ("bandeja de aberrações") de meia folha de ite.;cestaria;1927.07.0103;; Wapixana -;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0103, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/38626;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:211-1222480.png;
212;retrato falado;;América;Wai-wai;Trançado do cesto com o qual se cobre o cesto traseiro (cobertura da mochila).;cestaria;1927.07.0110;Wai-wai, Wai wai, Mawayana, Hixkaryana, Wai-Wai, Karapayana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0110, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37658;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:212-1222577.png;
213;retrato falado;;Guiana Britânica;Wai-wai;Trançado do cesto com o qual se cobre o cesto traseiro (cobertura da mochila).;tampa da cesta traseira;1927.07.0111;Wai-wai, Mawayana, Uaiuais, Karapayana, Hixkaryana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0111, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37659;;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:213-15393585.png;213-15393590.png||213-15393625.png||213-15393580.png||213-15393595.png||213-15393620.png||213-15393605.png||213-15393610.png||213-15393575.png||213-15393600.png||213-15393615.png
214;retrato falado;;América;Wapixana;Ventilador de fogo, menos bem feito;ventilador de fogo;1927.07.0105;; Wapixana -;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0105, Walter Roth, Br.Guiana, esboço, Wapishana, Guiana Britânica, Guiana Britânica, América, Guiana;Etnografia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/38627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:214-15393545.png;214-15393550.png||214-15393540.png||214-15393555.png||214-15393570.png||214-15393565.png||214-15393560.png
215;retrato falado;;América;Wai-wai;Pincel com o qual o curare é aplicado nas pontas das setas.;escovar;1927.07.0045;Wai-Wai, Hixkaryana, Wai wai, Wai-wai, Uaiuais, Mawayana, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;26 cm;1927.07.0045, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:215-1986715.png;215-1986719.png
216;retrato falado;;América;Wai-wai;Metade de uma folha de chá, destinada ao fabrico de cestos.;cesta;1927.07.0108a;Uaiuais, Wai wai, Wai-Wai, Hixkaryana, Karapayana, Mawayana, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0108a, matéria-prima, Walter Roth, Br.Guiana, esboço, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37656;cesta;;;;espécime de planta;parte da planta;matéria-prima;;;;;;;;;;;;;;;;;;;;;;;file:216-1049189.png;
